VACLS,RXNORM,NAME,TTY
CV490,1488667,12 HR treprostinil 0.125 MG Extended Release Oral Tablet [Orenitram],SBD
CV490,1488671,12 HR treprostinil 0.25 MG Extended Release Oral Tablet [Orenitram],SBD
CV490,1485754,treprostinil 0.125 MG [Orenitram],SBDC
CV490,1485761,treprostinil 0.25 MG [Orenitram],SBDC
CV490,1488666,treprostinil Extended Release Oral Tablet [Orenitram],SBDF
CV490,1485756,Orenitram Oral Product,SBDG
CV490,1485757,Orenitram Pill,SBDG
CV490,1488665,12 HR treprostinil 0.125 MG Extended Release Oral Tablet,SCD
CV490,1488670,12 HR treprostinil 0.25 MG Extended Release Oral Tablet,SCD
CV490,1485748,treprostinil 0.125 MG,SCDC
CV490,1485759,treprostinil 0.25 MG,SCDC
CV490,1488664,treprostinil Extended Release Oral Tablet,SCDF
CV490,1485749,treprostinil Oral Product,SCDG
CV490,1485750,treprostinil Pill,SCDG
CV490,1488675,12 HR treprostinil 1 MG Extended Release Oral Tablet [Orenitram],SBD
CV490,1485765,treprostinil 1 MG [Orenitram],SBDC
CV490,1488674,12 HR treprostinil 1 MG Extended Release Oral Tablet,SCD
CV490,1485763,treprostinil 1 MG,SCDC
CV490,40138,iloprost,IN
CV490,582595,iloprost 0.01 MG/ML Inhalation Solution [Ventavis],SBD
CV490,582593,iloprost 0.01 MG/ML [Ventavis],SBDC
CV490,2108435,iloprost Inhalation Solution [Ventavis],SBDF
CV490,1187777,Ventavis Inhalant Product,SBDG
CV490,487056,iloprost 0.01 MG/ML Inhalation Solution,SCD
CV490,487054,iloprost 0.01 MG/ML,SCDC
CV490,2108433,iloprost Inhalation Solution,SCDF
CV490,1156289,iloprost Inhalant Product,SCDG
CV490,581645,sildenafil 20 MG Oral Tablet [Revatio],SBD
CV490,581643,sildenafil 20 MG [Revatio],SBDC
CV490,581644,sildenafil Oral Tablet [Revatio],SBDF
CV490,1182548,Revatio Pill,SBDG
CV490,577033,sildenafil 20 MG Oral Tablet,SCD
CV490,577032,sildenafil 20 MG,SCDC
CV490,373871,sildenafil Oral Tablet,SCDF
CV490,1159092,sildenafil Pill,SCDG
CV490,882530,12.5 ML sildenafil 0.8 MG/ML Injection [Revatio],SBD
CV490,882528,sildenafil 0.8 MG/ML [Revatio],SBDC
CV490,1658941,sildenafil Injection [Revatio],SBDF
CV490,1182546,Revatio Injectable Product,SBDG
CV490,882527,12.5 ML sildenafil 0.8 MG/ML Injection,SCD
CV490,882525,sildenafil 0.8 MG/ML,SCDC
CV490,1658939,sildenafil Injection,SCDF
CV490,1159090,sildenafil Injectable Product,SCDG
CV490,884175,clonidine hydrochloride 0.1 MG Oral Tablet [Catapres],SBD
CV490,884174,clonidine hydrochloride 0.1 MG [Catapres],SBDC
CV490,92089,clonidine Oral Tablet [Catapres],SBDF
CV490,1176387,Catapres Oral Product,SBDG
CV490,1176390,Catapres Pill,SBDG
CV490,884173,clonidine hydrochloride 0.1 MG Oral Tablet,SCD
CV490,371583,clonidine Oral Tablet,SCDF
CV490,884187,clonidine hydrochloride 0.2 MG Oral Tablet [Catapres],SBD
CV490,884186,clonidine hydrochloride 0.2 MG [Catapres],SBDC
CV490,884185,clonidine hydrochloride 0.2 MG Oral Tablet,SCD
CV490,884184,clonidine hydrochloride 0.2 MG,SCDC
CV490,884191,clonidine hydrochloride 0.3 MG Oral Tablet [Catapres],SBD
CV490,884190,clonidine hydrochloride 0.3 MG [Catapres],SBDC
CV490,884189,clonidine hydrochloride 0.3 MG Oral Tablet,SCD
CV490,884188,clonidine hydrochloride 0.3 MG,SCDC
CV490,1050338,24 HR clonidine 0.17 MG Extended Release Oral Tablet [Nexiclon],SBD
CV490,2599285,clonidine 0.17 MG [Nexiclon],SBDC
CV490,1050333,clonidine Extended Release Oral Tablet [Nexiclon],SBDF
CV490,1182865,Nexiclon Oral Product,SBDG
CV490,1182866,Nexiclon Pill,SBDG
CV490,885880,24 HR clonidine 0.17 MG Extended Release Oral Tablet,SCD
CV490,2599282,clonidine 0.17 MG,SCDC
CV490,5470,hydralazine,IN
CV490,82027,hydralazine hydrochloride,PIN
CV490,905199,hydralazine hydrochloride 10 MG Oral Tablet,SCD
CV490,905198,hydralazine hydrochloride 10 MG,SCDC
CV490,370631,hydralazine Oral Tablet,SCDF
CV490,1161556,hydralazine Oral Product,SCDG
CV490,1162117,hydralazine Pill,SCDG
CV490,905222,hydralazine hydrochloride 100 MG Oral Tablet,SCD
CV490,905202,hydralazine hydrochloride 100 MG,SCDC
CV490,905225,hydralazine hydrochloride 25 MG Oral Tablet,SCD
CV490,905210,hydralazine hydrochloride 25 MG,SCDC
CV490,905395,hydralazine hydrochloride 50 MG Oral Tablet,SCD
CV490,905216,hydralazine hydrochloride 50 MG,SCDC
CV490,966571,1 ML hydralazine hydrochloride 20 MG/ML Injection,SCD
CV490,966570,hydralazine hydrochloride 20 MG/ML,SCDC
CV490,1863334,hydralazine Injection,SCDF
CV490,1161555,hydralazine Injectable Product,SCDG
CV490,998673,168 HR clonidine 0.00417 MG/HR Transdermal System [Catapres],SBD
CV490,2268635,clonidine 0.00417 MG/HR [Catapres],SBDC
CV490,2268636,clonidine Transdermal System [Catapres],SBDF
CV490,2268637,Catapres Topical Product,SBDG
CV490,2268638,Catapres Transdermal Product,SBDG
CV490,998671,168 HR clonidine 0.00417 MG/HR Transdermal System,SCD
CV490,998670,clonidine 0.00417 MG/HR,SCDC
CV490,1806253,clonidine Transdermal System,SCDF
CV490,1153387,clonidine Topical Product,SCDG
CV490,1295649,clonidine Transdermal Product,SCDG
CV490,998677,168 HR clonidine 0.00833 MG/HR Transdermal System [Catapres],SBD
CV490,2268641,clonidine 0.00833 MG/HR [Catapres],SBDC
CV490,998675,168 HR clonidine 0.00833 MG/HR Transdermal System,SCD
CV490,998674,clonidine 0.00833 MG/HR,SCDC
CV490,998681,168 HR clonidine 0.0125 MG/HR Transdermal System [Catapres],SBD
CV490,2268644,clonidine 0.0125 MG/HR [Catapres],SBDC
CV490,998679,168 HR clonidine 0.0125 MG/HR Transdermal System,SCD
CV490,998678,clonidine 0.0125 MG/HR,SCDC
CV350,2685,colestipol,IN
CV350,104485,colestipol hydrochloride,PIN
CV350,1048447,colestipol hydrochloride 1000 MG Oral Tablet [Colestid],SBD
CV350,1048446,colestipol hydrochloride 1000 MG [Colestid],SBDC
CV350,368090,colestipol Oral Tablet [Colestid],SBDF
CV350,1166289,Colestid Oral Product,SBDG
CV350,1166290,Colestid Pill,SBDG
CV350,1048445,colestipol hydrochloride 1000 MG Oral Tablet,SCD
CV350,1048444,colestipol hydrochloride 1000 MG,SCDC
CV350,374415,colestipol Oral Tablet,SCDF
CV350,1155486,colestipol Oral Product,SCDG
CV350,1155487,colestipol Pill,SCDG
CV350,1048452,colestipol hydrochloride 5000 MG Granules for Oral Suspension [Colestid],SBD
CV350,1048451,colestipol hydrochloride 5000 MG [Colestid],SBDC
CV350,2100172,colestipol Granules for Oral Suspension [Colestid],SBDF
CV350,1296445,Colestid Granule Product,SBDG
CV350,1048450,colestipol hydrochloride 5000 MG Granules for Oral Suspension,SCD
CV350,1048449,colestipol hydrochloride 5000 MG,SCDC
CV350,2100170,colestipol Granules for Oral Suspension,SCDF
CV350,1295303,colestipol Granule Product,SCDG
CV350,1304974,icosapent ethyl,IN
CV350,1304985,icosapent ethyl 1000 MG Oral Capsule [Vascepa],SBD
CV350,1304981,icosapent ethyl 1000 MG [Vascepa],SBDC
CV350,1304982,icosapent ethyl Oral Capsule [Vascepa],SBDF
CV350,1304983,Vascepa Oral Product,SBDG
CV350,1304984,Vascepa Pill,SBDG
CV350,1304979,icosapent ethyl 1000 MG Oral Capsule,SCD
CV350,1304975,icosapent ethyl 1000 MG,SCDC
CV350,1304978,icosapent ethyl Oral Capsule,SCDF
CV350,1304976,icosapent ethyl Oral Product,SCDG
CV350,1304977,icosapent ethyl Pill,SCDG
CV350,1364479,lomitapide,IN
CV350,1364490,lomitapide 10 MG Oral Capsule [Juxtapid],SBD
CV350,1364486,lomitapide 10 MG [Juxtapid],SBDC
CV350,1364487,lomitapide Oral Capsule [Juxtapid],SBDF
CV350,1364488,Juxtapid Oral Product,SBDG
CV350,1364489,Juxtapid Pill,SBDG
CV350,1364484,lomitapide 10 MG Oral Capsule,SCD
CV350,1364480,lomitapide 10 MG,SCDC
CV350,1364483,lomitapide Oral Capsule,SCDF
CV350,1364481,lomitapide Oral Product,SCDG
CV350,1364482,lomitapide Pill,SCDG
CV350,1364494,lomitapide 20 MG Oral Capsule [Juxtapid],SBD
CV350,1364493,lomitapide 20 MG [Juxtapid],SBDC
CV350,1364492,lomitapide 20 MG Oral Capsule,SCD
CV350,1364491,lomitapide 20 MG,SCDC
CV350,1364498,lomitapide 5 MG Oral Capsule [Juxtapid],SBD
CV350,1364497,lomitapide 5 MG [Juxtapid],SBDC
CV350,1364496,lomitapide 5 MG Oral Capsule,SCD
CV350,1364495,lomitapide 5 MG,SCDC
CV350,8703,fenofibrate,IN
CV350,1442165,fenofibrate 30 MG Oral Capsule [Antara],SBD
CV350,1442164,fenofibrate 30 MG [Antara],SBDC
CV350,578796,fenofibrate Oral Capsule [Antara],SBDF
CV350,1165999,Antara Pill,SBDG
CV350,1176848,Antara Oral Product,SBDG
CV350,1442163,fenofibrate 30 MG Oral Capsule,SCD
CV350,1442162,fenofibrate 30 MG,SCDC
CV350,379815,fenofibrate Oral Capsule,SCDF
CV350,1159042,fenofibrate Oral Product,SCDG
CV350,1159043,fenofibrate Pill,SCDG
CV350,1442170,fenofibrate 90 MG Oral Capsule [Antara],SBD
CV350,1442169,fenofibrate 90 MG [Antara],SBDC
CV350,1442168,fenofibrate 90 MG Oral Capsule,SCD
CV350,1442167,fenofibrate 90 MG,SCDC
CV350,1648772,lomitapide 30 MG Oral Capsule [Juxtapid],SBD
CV350,1648771,lomitapide 30 MG [Juxtapid],SBDC
CV350,1648770,lomitapide 30 MG Oral Capsule,SCD
CV350,1648769,lomitapide 30 MG,SCDC
CV350,1648776,lomitapide 40 MG Oral Capsule [Juxtapid],SBD
CV350,1648775,lomitapide 40 MG [Juxtapid],SBDC
CV350,1648774,lomitapide 40 MG Oral Capsule,SCD
CV350,1648773,lomitapide 40 MG,SCDC
CV350,1648780,lomitapide 60 MG Oral Capsule [Juxtapid],SBD
CV350,1648779,lomitapide 60 MG [Juxtapid],SBDC
CV350,1648778,lomitapide 60 MG Oral Capsule,SCD
CV350,1648777,lomitapide 60 MG,SCDC
CV350,1659152,alirocumab,IN
CV350,1659161,1 ML alirocumab 150 MG/ML Auto-Injector [Praluent],SBD
CV350,1659158,alirocumab 150 MG/ML [Praluent],SBDC
CV350,1659159,alirocumab Auto-Injector [Praluent],SBDF
CV350,1659160,Praluent Injectable Product,SBDG
CV350,1659156,1 ML alirocumab 150 MG/ML Auto-Injector,SCD
CV350,1659153,alirocumab 150 MG/ML,SCDC
CV350,1659155,alirocumab Auto-Injector,SCDF
CV350,1659154,alirocumab Injectable Product,SCDG
CV350,1659183,1 ML alirocumab 75 MG/ML Auto-Injector [Praluent],SBD
CV350,1659178,alirocumab 75 MG/ML [Praluent],SBDC
CV350,1659182,1 ML alirocumab 75 MG/ML Auto-Injector,SCD
CV350,1659176,alirocumab 75 MG/ML,SCDC
CV350,1665684,evolocumab,IN
CV350,1665900,1 ML evolocumab 140 MG/ML Auto-Injector [Repatha],SBD
CV350,1665897,evolocumab 140 MG/ML [Repatha],SBDC
CV350,1665898,evolocumab Auto-Injector [Repatha],SBDF
CV350,1665899,Repatha Injectable Product,SBDG
CV350,1665895,1 ML evolocumab 140 MG/ML Auto-Injector,SCD
CV350,1665892,evolocumab 140 MG/ML,SCDC
CV350,1665894,evolocumab Auto-Injector,SCDF
CV350,1665893,evolocumab Injectable Product,SCDG
CV350,1665906,1 ML evolocumab 140 MG/ML Prefilled Syringe [Repatha],SBD
CV350,1665905,evolocumab Prefilled Syringe [Repatha],SBDF
CV350,1665904,1 ML evolocumab 140 MG/ML Prefilled Syringe,SCD
CV350,1665903,evolocumab Prefilled Syringe,SCDF
CV350,1726975,sebelipase alfa,IN
CV350,1726984,10 ML sebelipase alfa 2 MG/ML Injection [Kanuma],SBD
CV350,1726981,sebelipase alfa 2 MG/ML [Kanuma],SBDC
CV350,1726982,sebelipase alfa Injection [Kanuma],SBDF
CV350,1726983,Kanuma Injectable Product,SBDG
CV350,1726979,10 ML sebelipase alfa 2 MG/ML Injection,SCD
CV350,1726976,sebelipase alfa 2 MG/ML,SCDC
CV350,1726978,sebelipase alfa Injection,SCDF
CV350,1726977,sebelipase alfa Injectable Product,SCDG
CV350,36567,simvastatin,IN
CV350,1944262,simvastatin 4 MG/ML Oral Suspension [Flolipid],SBD
CV350,1944258,simvastatin 4 MG/ML [Flolipid],SBDC
CV350,1944259,simvastatin Oral Suspension [Flolipid],SBDF
CV350,1944260,Flolipid Oral Product,SBDG
CV350,1944261,Flolipid Oral Liquid Product,SBDG
CV350,1790679,simvastatin 4 MG/ML Oral Suspension,SCD
CV350,1790676,simvastatin 4 MG/ML,SCDC
CV350,1790678,simvastatin Oral Suspension,SCDF
CV350,1158753,simvastatin Oral Product,SCDG
CV350,1790677,simvastatin Oral Liquid Product,SCDG
CV350,2447,cholestyramine resin,IN
CV350,1801280,Sugar-Free cholestyramine resin 4000 MG Powder for Oral Suspension [Questran],SBD
CV350,848951,Sugar-Free cholestyramine resin 4000 MG Powder for Oral Suspension [Prevalite],SBD
CV350,1801268,cholestyramine resin 4000 MG [Questran],SBDC
CV350,1801272,cholestyramine resin 4000 MG [Prevalite],SBDC
CV350,1801269,cholestyramine resin Powder for Oral Suspension [Questran],SBDF
CV350,1801273,cholestyramine resin Powder for Oral Suspension [Prevalite],SBDF
CV350,1177645,Prevalite Oral Product,SBDG
CV350,1185876,Questran Oral Product,SBDG
CV350,1801270,Questran Oral Powder Product,SBDG
CV350,1801274,Prevalite Oral Powder Product,SBDG
CV350,1801279,Sugar-Free cholestyramine resin 4000 MG Powder for Oral Suspension,SCD
CV350,317329,cholestyramine resin 4000 MG,SCDC
CV350,1801266,cholestyramine resin Powder for Oral Suspension,SCDF
CV350,1156140,cholestyramine resin Oral Product,SCDG
CV350,1801265,cholestyramine resin Oral Powder Product,SCDG
CV350,1801322,3.5 ML evolocumab 120 MG/ML Cartridge [Repatha],SBD
CV350,1801320,evolocumab 120 MG/ML [Repatha],SBDC
CV350,1801321,evolocumab Cartridge [Repatha],SBDF
CV350,1801319,3.5 ML evolocumab 120 MG/ML Cartridge,SCD
CV350,1801317,evolocumab 120 MG/ML,SCDC
CV350,1801318,evolocumab Cartridge,SCDF
CV350,1811182,icosapent ethyl 500 MG Oral Capsule [Vascepa],SBD
CV350,1811181,icosapent ethyl 500 MG [Vascepa],SBDC
CV350,1811180,icosapent ethyl 500 MG Oral Capsule,SCD
CV350,1811179,icosapent ethyl 500 MG,SCDC
CV350,1944266,simvastatin 8 MG/ML Oral Suspension [Flolipid],SBD
CV350,1944265,simvastatin 8 MG/ML [Flolipid],SBDC
CV350,1944264,simvastatin 8 MG/ML Oral Suspension,SCD
CV350,1944263,simvastatin 8 MG/ML,SCDC
CV350,6472,lovastatin,IN
CV350,197903,lovastatin 10 MG Oral Tablet,SCD
CV350,316174,lovastatin 10 MG,SCDC
CV350,372652,lovastatin Oral Tablet,SCDF
CV350,1165346,lovastatin Oral Product,SCDG
CV350,1165347,lovastatin Pill,SCDG
CV350,206257,lovastatin 20 MG Oral Tablet [Mevacor],SBD
CV350,567115,lovastatin 20 MG [Mevacor],SBDC
CV350,368931,lovastatin Oral Tablet [Mevacor],SBDF
CV350,1177512,Mevacor Oral Product,SBDG
CV350,1177513,Mevacor Pill,SBDG
CV350,197904,lovastatin 20 MG Oral Tablet,SCD
CV350,316175,lovastatin 20 MG,SCDC
CV350,206258,lovastatin 40 MG Oral Tablet [Mevacor],SBD
CV350,567116,lovastatin 40 MG [Mevacor],SBDC
CV350,197905,lovastatin 40 MG Oral Tablet,SCD
CV350,316176,lovastatin 40 MG,SCDC
CV350,152923,simvastatin 40 MG Oral Tablet [Zocor],SBD
CV350,565109,simvastatin 40 MG [Zocor],SBDC
CV350,368276,simvastatin Oral Tablet [Zocor],SBDF
CV350,1187973,Zocor Oral Product,SBDG
CV350,1187974,Zocor Pill,SBDG
CV350,198211,simvastatin 40 MG Oral Tablet,SCD
CV350,316674,simvastatin 40 MG,SCDC
CV350,373888,simvastatin Oral Tablet,SCDF
CV350,1158754,simvastatin Pill,SCDG
CV350,861634,pitavastatin,IN
CV350,2001252,pitavastatin magnesium,PIN
CV350,2001264,pitavastatin magnesium 2 MG Oral Tablet [Zypitamag],SBD
CV350,2001263,pitavastatin magnesium 2 MG [Zypitamag],SBDC
CV350,2001257,pitavastatin Oral Tablet [Zypitamag],SBDF
CV350,2001258,Zypitamag Oral Product,SBDG
CV350,2001259,Zypitamag Pill,SBDG
CV350,2001262,pitavastatin magnesium 2 MG Oral Tablet,SCD
CV350,2001261,pitavastatin magnesium 2 MG,SCDC
CV350,861642,pitavastatin Oral Tablet,SCDF
CV350,1163274,pitavastatin Oral Product,SCDG
CV350,1164454,pitavastatin Pill,SCDG
CV350,2001268,pitavastatin magnesium 4 MG Oral Tablet [Zypitamag],SBD
CV350,2001267,pitavastatin magnesium 4 MG [Zypitamag],SBDC
CV350,2001266,pitavastatin magnesium 4 MG Oral Tablet,SCD
CV350,2001265,pitavastatin magnesium 4 MG,SCDC
CV350,200311,fenofibrate 67 MG Oral Capsule,SCD
CV350,379816,fenofibrate 67 MG,SCDC
CV350,213319,simvastatin 80 MG Oral Tablet [Zocor],SBD
CV350,573220,simvastatin 80 MG [Zocor],SBDC
CV350,200345,simvastatin 80 MG Oral Tablet,SCD
CV350,316675,simvastatin 80 MG,SCDC
CV350,301542,rosuvastatin,IN
CV350,2167563,rosuvastatin 10 MG Oral Capsule [Ezallor],SBD
CV350,2167559,rosuvastatin 10 MG [Ezallor],SBDC
CV350,2167560,rosuvastatin Oral Capsule [Ezallor],SBDF
CV350,2167561,Ezallor Oral Product,SBDG
CV350,2167562,Ezallor Pill,SBDG
CV350,2167557,rosuvastatin 10 MG Oral Capsule,SCD
CV350,2167555,rosuvastatin 10 MG,SCDC
CV350,2167556,rosuvastatin Oral Capsule,SCDF
CV350,1157991,rosuvastatin Oral Product,SCDG
CV350,1157992,rosuvastatin Pill,SCDG
CV350,2167567,rosuvastatin 20 MG Oral Capsule [Ezallor],SBD
CV350,2167566,rosuvastatin 20 MG [Ezallor],SBDC
CV350,2167565,rosuvastatin 20 MG Oral Capsule,SCD
CV350,2167564,rosuvastatin 20 MG,SCDC
CV350,2167571,rosuvastatin 40 MG Oral Capsule [Ezallor],SBD
CV350,2167570,rosuvastatin 40 MG [Ezallor],SBDC
CV350,2167569,rosuvastatin 40 MG Oral Capsule,SCD
CV350,2167568,rosuvastatin 40 MG,SCDC
CV350,2167575,rosuvastatin 5 MG Oral Capsule [Ezallor],SBD
CV350,2167574,rosuvastatin 5 MG [Ezallor],SBDC
CV350,2167573,rosuvastatin 5 MG Oral Capsule,SCD
CV350,2167572,rosuvastatin 5 MG,SCDC
CV350,2282403,bempedoic acid,IN
CV350,2282414,bempedoic acid 180 MG Oral Tablet [Nexletol],SBD
CV350,2282410,bempedoic acid 180 MG [Nexletol],SBDC
CV350,2282411,bempedoic acid Oral Tablet [Nexletol],SBDF
CV350,2282412,Nexletol Oral Product,SBDG
CV350,2282413,Nexletol Pill,SBDG
CV350,2282408,bempedoic acid 180 MG Oral Tablet,SCD
CV350,2282404,bempedoic acid 180 MG,SCDC
CV350,2282407,bempedoic acid Oral Tablet,SCDF
CV350,2282405,bempedoic acid Oral Product,SCDG
CV350,2282406,bempedoic acid Pill,SCDG
CV350,341248,ezetimibe,IN
CV350,2283229,bempedoic acid / ezetimibe,MIN
CV350,2283236,bempedoic acid 180 MG / ezetimibe 10 MG Oral Tablet [Nexlizet],SBD
CV350,2283232,bempedoic acid 180 MG / ezetimibe 10 MG [Nexlizet],SBDC
CV350,2283233,bempedoic acid / ezetimibe Oral Tablet [Nexlizet],SBDF
CV350,2283234,Nexlizet Oral Product,SBDG
CV350,2283235,Nexlizet Pill,SBDG
CV350,2283230,bempedoic acid 180 MG / ezetimibe 10 MG Oral Tablet,SCD
CV350,350671,ezetimibe 10 MG,SCDC
CV350,2283228,bempedoic acid / ezetimibe Oral Tablet,SCDF
CV350,2283226,bempedoic acid / ezetimibe Oral Product,SCDG
CV350,2283227,bempedoic acid / ezetimibe Pill,SCDG
CV350,2478335,evinacumab,IN
CV350,2478646,evinacumab-dgnb,PIN
CV350,2478650,2.3 ML evinacumab-dgnb 150 MG/ML Injection [Evkeeza],SBD
CV350,2478649,evinacumab-dgnb 150 MG/ML [Evkeeza],SBDC
CV350,2478464,evinacumab Injection [Evkeeza],SBDF
CV350,2478465,Evkeeza Injectable Product,SBDG
CV350,2478648,2.3 ML evinacumab-dgnb 150 MG/ML Injection,SCD
CV350,2478647,evinacumab-dgnb 150 MG/ML,SCDC
CV350,2478460,evinacumab Injection,SCDF
CV350,2478459,evinacumab Injectable Product,SCDG
CV350,2478732,8 ML evinacumab-dgnb 150 MG/ML Injection [Evkeeza],SBD
CV350,2478731,8 ML evinacumab-dgnb 150 MG/ML Injection,SCD
CV350,2535748,ezetimibe / rosuvastatin,MIN
CV350,2536062,ezetimibe 10 MG / rosuvastatin 20 MG Oral Tablet [Roszet],SBD
CV350,2536061,ezetimibe 10 MG / rosuvastatin 20 MG [Roszet],SBDC
CV350,2536057,ezetimibe / rosuvastatin Oral Tablet [Roszet],SBDF
CV350,2536058,Roszet Oral Product,SBDG
CV350,2536059,Roszet Pill,SBDG
CV350,2535745,ezetimibe 10 MG / rosuvastatin 20 MG Oral Tablet,SCD
CV350,2535746,ezetimibe / rosuvastatin Oral Tablet,SCDF
CV350,2535744,ezetimibe / rosuvastatin Oral Product,SCDG
CV350,2535751,ezetimibe / rosuvastatin Pill,SCDG
CV350,2536066,ezetimibe 10 MG / rosuvastatin 5 MG Oral Tablet [Roszet],SBD
CV350,2536065,ezetimibe 10 MG / rosuvastatin 5 MG [Roszet],SBDC
CV350,2535747,ezetimibe 10 MG / rosuvastatin 5 MG Oral Tablet,SCD
CV350,2536064,ezetimibe 10 MG / rosuvastatin 40 MG Oral Tablet [Roszet],SBD
CV350,2536063,ezetimibe 10 MG / rosuvastatin 40 MG [Roszet],SBDC
CV350,2535749,ezetimibe 10 MG / rosuvastatin 40 MG Oral Tablet,SCD
CV350,2536060,ezetimibe 10 MG / rosuvastatin 10 MG Oral Tablet [Roszet],SBD
CV350,2536056,ezetimibe 10 MG / rosuvastatin 10 MG [Roszet],SBDC
CV350,2535750,ezetimibe 10 MG / rosuvastatin 10 MG Oral Tablet,SCD
CV350,2588243,inclisiran,IN
CV350,2588269,1.5 ML inclisiran 189 MG/ML Prefilled Syringe [Leqvio],SBD
CV350,2588266,inclisiran 189 MG/ML [Leqvio],SBDC
CV350,2588268,inclisiran Prefilled Syringe [Leqvio],SBDF
CV350,2588267,Leqvio Injectable Product,SBDG
CV350,2588263,1.5 ML inclisiran 189 MG/ML Prefilled Syringe,SCD
CV350,2588260,inclisiran 189 MG/ML,SCDC
CV350,2588262,inclisiran Prefilled Syringe,SCDF
CV350,2588261,inclisiran Injectable Product,SCDG
CV350,83367,atorvastatin,IN
CV350,262095,atorvastatin 80 MG Oral Tablet [Lipitor],SBD
CV350,574676,atorvastatin 80 MG [Lipitor],SBDC
CV350,367665,atorvastatin Oral Tablet [Lipitor],SBDF
CV350,1177400,Lipitor Oral Product,SBDG
CV350,1177401,Lipitor Pill,SBDG
CV350,259255,atorvastatin 80 MG Oral Tablet,SCD
CV350,329299,atorvastatin 80 MG,SCDC
CV350,370621,atorvastatin Oral Tablet,SCDF
CV350,1158284,atorvastatin Oral Product,SCDG
CV350,1158285,atorvastatin Pill,SCDG
CV350,2631867,atorvastatin 4 MG/ML Oral Suspension [Atorvaliq],SBD
CV350,2631863,atorvastatin 4 MG/ML [Atorvaliq],SBDC
CV350,2631866,atorvastatin Oral Suspension [Atorvaliq],SBDF
CV350,2631864,Atorvaliq Oral Product,SBDG
CV350,2631865,Atorvaliq Oral Liquid Product,SBDG
CV350,2630760,atorvastatin 4 MG/ML Oral Suspension,SCD
CV350,2630757,atorvastatin 4 MG/ML,SCDC
CV350,2630759,atorvastatin Oral Suspension,SCDF
CV350,2630758,atorvastatin Oral Liquid Product,SCDG
CV350,310288,fenofibrate 134 MG Oral Capsule,SCD
CV350,379821,fenofibrate 134 MG,SCDC
CV350,310289,fenofibrate 200 MG Oral Capsule,SCD
CV350,379814,fenofibrate 200 MG,SCDC
CV350,41127,fluvastatin,IN
CV350,103918,fluvastatin 20 MG Oral Capsule [Lescol],SBD
CV350,563452,fluvastatin 20 MG [Lescol],SBDC
CV350,366775,fluvastatin Oral Capsule [Lescol],SBDF
CV350,1166061,Lescol Oral Product,SBDG
CV350,1166062,Lescol Pill,SBDG
CV350,310404,fluvastatin 20 MG Oral Capsule,SCD
CV350,328265,fluvastatin 20 MG,SCDC
CV350,372255,fluvastatin Oral Capsule,SCDF
CV350,1165660,fluvastatin Oral Product,SCDG
CV350,1165661,fluvastatin Pill,SCDG
CV350,103919,fluvastatin 40 MG Oral Capsule [Lescol],SBD
CV350,563453,fluvastatin 40 MG [Lescol],SBDC
CV350,310405,fluvastatin 40 MG Oral Capsule,SCD
CV350,328267,fluvastatin 40 MG,SCDC
CV350,4719,gemfibrozil,IN
CV350,205751,gemfibrozil 600 MG Oral Tablet [Lopid],SBD
CV350,566639,gemfibrozil 600 MG [Lopid],SBDC
CV350,369510,gemfibrozil Oral Tablet [Lopid],SBDF
CV350,1179662,Lopid Oral Product,SBDG
CV350,1179663,Lopid Pill,SBDG
CV350,310459,gemfibrozil 600 MG Oral Tablet,SCD
CV350,317636,gemfibrozil 600 MG,SCDC
CV350,372300,gemfibrozil Oral Tablet,SCDF
CV350,1163944,gemfibrozil Oral Product,SCDG
CV350,1163945,gemfibrozil Pill,SCDG
CV350,104491,simvastatin 20 MG Oral Tablet [Zocor],SBD
CV350,563654,simvastatin 20 MG [Zocor],SBDC
CV350,312961,simvastatin 20 MG Oral Tablet,SCD
CV350,316673,simvastatin 20 MG,SCDC
CV350,208220,simvastatin 5 MG Oral Tablet [Zocor],SBD
CV350,568935,simvastatin 5 MG [Zocor],SBDC
CV350,312962,simvastatin 5 MG Oral Tablet,SCD
CV350,317497,simvastatin 5 MG,SCDC
CV350,104490,simvastatin 10 MG Oral Tablet [Zocor],SBD
CV350,563653,simvastatin 10 MG [Zocor],SBDC
CV350,314231,simvastatin 10 MG Oral Tablet,SCD
CV350,316672,simvastatin 10 MG,SCDC
CV350,349287,fenofibrate 160 MG Oral Tablet,SCD
CV350,379822,fenofibrate 160 MG,SCDC
CV350,379818,fenofibrate Oral Tablet,SCDF
CV350,352304,ezetimibe 10 MG Oral Tablet [Zetia],SBD
CV350,576000,ezetimibe 10 MG [Zetia],SBDC
CV350,368566,ezetimibe Oral Tablet [Zetia],SBDF
CV350,1187441,Zetia Oral Product,SBDG
CV350,1187442,Zetia Pill,SBDG
CV350,349556,ezetimibe 10 MG Oral Tablet,SCD
CV350,378303,ezetimibe Oral Tablet,SCDF
CV350,1163793,ezetimibe Oral Product,SCDG
CV350,1163794,ezetimibe Pill,SCDG
CV350,351133,fenofibrate 54 MG Oral Tablet,SCD
CV350,379823,fenofibrate 54 MG,SCDC
CV350,997007,24 HR lovastatin 40 MG Extended Release Oral Tablet [Altoprev],SBD
CV350,542190,lovastatin 40 MG [Altoprev],SBDC
CV350,541843,lovastatin Extended Release Oral Tablet [Altoprev],SBDF
